Identifier,Label,Status,Description,Created,Modified,History notes,Type
141,Housing repairs,Live,"The council are generally responsible for structural repairs to council property, for repairs to essential supplies (water, gas, electricity etc.) or any repairs where they may be a risk to health or safety. Where the damage has been caused by the resident they may be asked to pay for the repairs.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Housing repairs - council property' to 'Housing - repairs - council property' in version 3.00. Name changed to 'Housing repairs' in version 4.00.,Service
1771,Housing service charges,Live,"Service charges are payments towards the costs of providing and maintaining services for leasehold accommodation where the council is the freeholder.  As the freeholder, the council is responsible for maintaining the structure of the whole building and the communal areas such as halls and stairways.  Service charges may apply for day to day maintenance, caretaking and cleaning, repairs and improvements and a variety of other similar services.",2016-09-12,2016-09-12,Added in March 2016 review of legislation,Service
91,Housing tenant support,Live,"As well as officers taking repair reports, collecting rents and other payments, managing rent arrears and dealing with breaches of the tenancy agreement; local estate staff can also help and advise on a number of other issues including moving, adaptations and multiple tenancies",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Council housing - tenancy issues' to 'Housing - tenancy issues' in version 3.00. Name changed to 'Housing tenant support' in version 4.00.,Service
1777,Housing transfer to private registered provider,Live,"Housing transfer is the voluntary transfer of ownership of all or some of a local authority's tenanted and leasehold homes to a private registered provider in return for a payment for the value of that stock.  Authorities are encouraged to transfer where this represents good value for money and where it will lever in additional private investment that delivers growth through more affordable housing, local economic activity and providing a robust, long-term future for estates and neighbourhoods, including by compliance with the Decent Homes Standard.",2016-09-12,2016-09-12,Added in March 2016 review of legislation,Service
1438,Hunting licence,Live,Any landowner who wishes to allow hunting of wild animals to take place on his/her land must obtain a licence from the local administration.  Licences may specify the species for which hunting is allowed and may also place restrictions on the number of animals which may be taken.,2013-04-03,2013-04-03,Added in version 3.09. Name changed to 'Hunting licence' in version 4.00.,Service
985,ICT - business continuity,Live,Preparing a business continuity plan for the LA such that they would be able to carry on their business in the event of a major emergency incident,2013-04-03,2013-04-03,Term name changed from 'Business continuity' to 'ICT - business continuity' in version 3.00.,Service
986,ICT - data management,Live,"Internal advice on how data should be shared and handled across the organisation and with partners.  Reference to ICO is advised as if personal information is dealt with registration with the ICO as a data controller is required. Notification is a statutory requirement and every organisation that processes personal information must notify the ICO, unless they are exempt. Failure to notify is a criminal offence.",2013-04-03,2013-04-03,Term name changed from 'Data management' to 'ICT - data management' in version 3.00.,Service
987,ICT - hardware,Live,"Policy, purchase and installation of hardware for use by LA personnel",2013-04-03,2013-04-03,Term name changed from 'Hardware' to 'ICT - hardware' in version 3.00.,Service
988,ICT - help desk,Live,"Provision of first line support to users of ICT equipment and systems, form initial request to resolution",2013-04-03,2013-04-03,Term name changed from 'ICT helpdesk' to 'ICT - help desk' in version 3.00.,Service
1634,ICT - maintenance,Live,Repair and routine visits to keep hardware equipment and systems online.,2013-04-03,2013-04-03,Added in version 4.00.,Service
1660,ICT - manuals,Live,Manuals on operation of ICT facilities - hardware and software,2013-09-27,2013-09-27,Added in version 4.0.1 to the internal service list.,Service
